Dissolved_Oxygen,Temperature,pH,Plant_Type
3,17,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
6.6,9,7,"Cold, Neutral River with Moderate Oxygen"
2,19,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3,10,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,6,7,"Cold, Neutral River with Moderate Oxygen"
4,10,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,20,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,25,7,"Tropical, Neutral Lake with Moderate Oxygen"
3,23,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
4,13,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
4,18,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,19,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,10,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8,27,7.2,"Hot, Neutral Pond with High Oxygen"
10,11,7.2,"Cool, Neutral Stream with High Oxygen"
10,22,7.2,"Hot, Neutral Pond with High Oxygen"
6,5,6.8,"Cold, Neutral River with Moderate Oxygen"
6,27,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
6,28.5,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
7,22.5,7,"Tropical, Neutral Lake with Moderate Oxygen"
11,12.5,6.8,"Cool, Neutral Stream with High Oxygen"
8,23,7,"Hot, Neutral Pond with High Oxygen"
10,14,7,"Cool, Neutral Stream with High Oxygen"
8,20.5,7,"Hot, Neutral Pond with High Oxygen"
8,20,6.8,"Hot, Neutral Pond with High Oxygen"
9,29.5,7.2,"Hot, Neutral Pond with High Oxygen"
12,10,7.1,"Cool, Neutral Stream with High Oxygen"
10.7,10,7.1,"Cool, Neutral Stream with High Oxygen"
11,15,7.4,"Cool, Neutral Stream with High Oxygen"
11.5,15,7.4,"Cool, Neutral Stream with High Oxygen"
12,12,7.3,"Cool, Neutral Stream with High Oxygen"
10.5,12,6.9,"Cool, Neutral Stream with High Oxygen"
10.5,13,7.5,"Cool, Neutral Stream with High Oxygen"
9,15,7.2,"Cool, Neutral Stream with High Oxygen"
2.5,17.6,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
10,14.6,7.4,"Cool, Neutral Stream with High Oxygen"
2,19.9,7.4,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8,14,7.4,"Cool, Neutral Stream with High Oxygen"
7,11,6,"Cool, Acidic River with Moderate Oxygen"
6.8,23,6.9,"Tropical, Neutral Lake with Moderate Oxygen"
10,11.7,7.4,"Cool, Neutral Stream with High Oxygen"
7.9,20,7.2,"Hot, Neutral Pond with High Oxygen"
5.9,11,6,"Cool, Acidic River with Moderate Oxygen"
6.2,10.7,6,"Cool, Acidic River with Moderate Oxygen"
5.1,12,6,"Cool, Acidic River with Moderate Oxygen"
5.4,12.2,6,"Cool, Acidic River with Moderate Oxygen"
6.7,9,6,"Cool, Acidic River with Moderate Oxygen"
6.9,10,6,"Cool, Acidic River with Moderate Oxygen"
5.5,8,6,"Cool, Acidic River with Moderate Oxygen"
5.5,12,6,"Cool, Acidic River with Moderate Oxygen"
10,14.6,7.5,"Cool, Neutral Stream with High Oxygen"
13,10.4,6.5,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
4.7,12,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4.5,11,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,14.5,7.2,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8.2,13,7.4,"Cool, Neutral Stream with High Oxygen"
4.5,16,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8.9,10,7.4,"Cool, Neutral Stream with High Oxygen"
2,20,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8.4,15,7.5,"Cool, Neutral Stream with High Oxygen"
9.1,13,7.3,"Cool, Neutral Stream with High Oxygen"
9,12,7,"Cool, Neutral Stream with High Oxygen"
10,15,7.5,"Cool, Neutral Stream with High Oxygen"
9,11,7.3,"Cool, Neutral Stream with High Oxygen"
11.5,14,7.5,"Cool, Neutral Stream with High Oxygen"
8.4,12.3,7.2,"Cool, Neutral Stream with High Oxygen"
12,12,7.5,"Cool, Neutral Stream with High Oxygen"
5.8,10,6.6,"Cold, Neutral River with Moderate Oxygen"
8.1,10,7.5,"Cool, Neutral Stream with High Oxygen"
10.3,14,7.5,"Cool, Neutral Stream with High Oxygen"
11.5,12,7.4,"Cool, Neutral Stream with High Oxygen"
8.6,12,7.5,"Cool, Neutral Stream with High Oxygen"
9.1,11,7.2,"Cool, Neutral Stream with High Oxygen"
9,12,7.5,"Cool, Neutral Stream with High Oxygen"
10,14,7.5,"Cool, Neutral Stream with High Oxygen"
5,14.8,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
4,15,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4.5,15,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3.5,14,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3,19,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,14.3,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,16,7.3,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,13,7.3,"Temperate, Slightly Alkaline Lake with Low Oxygen"
6.8,9.3,7.2,"Cold, Neutral River with Moderate Oxygen"
3.2,17,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,14,7.2,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,11,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3,18,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2.6,19,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3,16,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,18.3,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
10,14.3,7.2,"Cool, Neutral Stream with High Oxygen"
3.4,12.7,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
6.1,10,7.2,"Cold, Neutral River with Moderate Oxygen"
5,16,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3.5,18.7,7.3,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,15,7.3,"Temperate, Slightly Alkaline Lake with Low Oxygen"
10,14.3,7.3,"Cool, Neutral Stream with High Oxygen"
4.4,18,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8.2,11,7,"Cool, Neutral Stream with High Oxygen"
4.2,15,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
9.4,11.3,7.3,"Cool, Neutral Stream with High Oxygen"
8,11,7,"Cool, Neutral Stream with High Oxygen"
8,15,7,"Cool, Neutral Stream with High Oxygen"
10,11.6,7.2,"Cool, Neutral Stream with High Oxygen"
10,12.5,7.2,"Cool, Neutral Stream with High Oxygen"
8,13.4,7,"Cool, Neutral Stream with High Oxygen"
10,12.1,7,"Cool, Neutral Stream with High Oxygen"
10,12.8,6.8,"Cool, Neutral Stream with High Oxygen"
10,20.8,7.2,"Hot, Neutral Pond with High Oxygen"
5,16.3,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8,13,6.8,"Cool, Neutral Stream with High Oxygen"
8,15,7.2,"Cool, Neutral Stream with High Oxygen"
10,15,7.2,"Cool, Neutral Stream with High Oxygen"
8,20.1,7,"Hot, Neutral Pond with High Oxygen"
8,10.3,6.8,"Cool, Neutral Stream with High Oxygen"
8,11.2,7.2,"Cool, Neutral Stream with High Oxygen"
10,11.6,7.2,"Cool, Neutral Stream with High Oxygen"
8.5,10,7,"Cool, Neutral Stream with High Oxygen"
6,26,6.2,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
12,13.9,6.4,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
12,14,6.3,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
6,26.8,6.6,"Tropical, Neutral Lake with Moderate Oxygen"
12,13,7,"Cool, Neutral Stream with High Oxygen"
11.8,14,7.5,"Cool, Neutral Stream with High Oxygen"
10.5,14,7.2,"Cool, Neutral Stream with High Oxygen"
11,12,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
10,11,7.4,"Cool, Neutral Stream with High Oxygen"
8,20,7,"Hot, Neutral Pond with High Oxygen"
12.5,13,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
10,14,7,"Cool, Neutral Stream with High Oxygen"
10,14,6.8,"Cool, Neutral Stream with High Oxygen"
10,11,7,"Cool, Neutral Stream with High Oxygen"
10,10,7,"Cool, Neutral Stream with High Oxygen"
11.2,12,6.8,"Cool, Neutral Stream with High Oxygen"
9.8,13,7,"Cool, Neutral Stream with High Oxygen"
7,10,7,"Cold, Neutral River with Moderate Oxygen"
8.3,26,7,"Hot, Neutral Pond with High Oxygen"
9.8,22,7,"Hot, Neutral Pond with High Oxygen"
10,11,7,"Cool, Neutral Stream with High Oxygen"
8,28,7,"Hot, Neutral Pond with High Oxygen"
11.5,11,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
9.8,21,7,"Hot, Neutral Pond with High Oxygen"
11,10,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
10.3,15,7,"Cool, Neutral Stream with High Oxygen"
10,11,7,"Cool, Neutral Stream with High Oxygen"
8.8,26,7,"Hot, Neutral Pond with High Oxygen"
10,25,7,"Hot, Neutral Pond with High Oxygen"
10,10,7,"Cool, Neutral Stream with High Oxygen"
9.2,27,7,"Hot, Neutral Pond with High Oxygen"
3.6,11,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
10,11,7,"Cool, Neutral Stream with High Oxygen"
3,17,7.3,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,11.5,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,14,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
10,21,7,"Hot, Neutral Pond with High Oxygen"
10,13,7,"Cool, Neutral Stream with High Oxygen"
10,21,7,"Hot, Neutral Pond with High Oxygen"
10,25,7,"Hot, Neutral Pond with High Oxygen"
10,20,7,"Hot, Neutral Pond with High Oxygen"
10,24,7,"Hot, Neutral Pond with High Oxygen"
8,15,7,"Cool, Neutral Stream with High Oxygen"
10,23,7,"Hot, Neutral Pond with High Oxygen"
8,15,7,"Cool, Neutral Stream with High Oxygen"
10,10,7,"Cool, Neutral Stream with High Oxygen"
10,13,7,"Cool, Neutral Stream with High Oxygen"
10,24.6,7,"Hot, Neutral Pond with High Oxygen"
10,24,7,"Hot, Neutral Pond with High Oxygen"
8,10,7,"Cool, Neutral Stream with High Oxygen"
10,21,7,"Hot, Neutral Pond with High Oxygen"
8,23,7,"Hot, Neutral Pond with High Oxygen"
10,10,7,"Cool, Neutral Stream with High Oxygen"
8,24,7,"Hot, Neutral Pond with High Oxygen"
10,10,7,"Cool, Neutral Stream with High Oxygen"
8.8,14,7.3,"Cool, Neutral Stream with High Oxygen"
8,14,7.5,"Cool, Neutral Stream with High Oxygen"
7,6.3,7,"Cold, Neutral River with Moderate Oxygen"
10,12.1,7.5,"Cool, Neutral Stream with High Oxygen"
8,14,7.5,"Cool, Neutral Stream with High Oxygen"
9.3,14.3,7.2,"Cool, Neutral Stream with High Oxygen"
9,14,7.4,"Cool, Neutral Stream with High Oxygen"
2.7,15,7.2,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4.2,11,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,8,6.6,"Cold, Neutral River with Moderate Oxygen"
4.7,14,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8.9,12,7.3,"Cool, Neutral Stream with High Oxygen"
5.3,10,6.7,"Cold, Neutral River with Moderate Oxygen"
6.2,8,6.8,"Cold, Neutral River with Moderate Oxygen"
3,16,7.4,"Temperate, Slightly Alkaline Lake with Low Oxygen"
7.3,20,7.1,"Hot, Neutral Pond with High Oxygen"
6.9,28.7,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
5,30,6.9,"Tropical, Neutral Lake with Moderate Oxygen"
8.5,29,7.1,"Hot, Neutral Pond with High Oxygen"
6.4,29,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
13,18,6.4,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
6.7,5.7,6.8,"Cold, Neutral River with Moderate Oxygen"
6.3,6.3,6.8,"Cold, Neutral River with Moderate Oxygen"
6.3,6.7,6.8,"Cold, Neutral River with Moderate Oxygen"
6.3,6.7,6.8,"Cold, Neutral River with Moderate Oxygen"
6.7,9.3,6.8,"Cold, Neutral River with Moderate Oxygen"
6.7,5.3,6.8,"Cold, Neutral River with Moderate Oxygen"
6.3,6.7,6.7,"Cold, Neutral River with Moderate Oxygen"
6.3,5.3,6.8,"Cold, Neutral River with Moderate Oxygen"
6.8,5.3,6.8,"Cold, Neutral River with Moderate Oxygen"
6.3,5.3,6.7,"Cold, Neutral River with Moderate Oxygen"
6.3,5.7,6.8,"Cold, Neutral River with Moderate Oxygen"
6.7,9,6.7,"Cold, Neutral River with Moderate Oxygen"
6.3,6.7,6.7,"Cold, Neutral River with Moderate Oxygen"
6.3,8.7,6.8,"Cold, Neutral River with Moderate Oxygen"
7,6,7,"Cold, Neutral River with Moderate Oxygen"
6.8,6,6.7,"Cold, Neutral River with Moderate Oxygen"
8,13,7,"Cool, Neutral Stream with High Oxygen"
8,22,7,"Hot, Neutral Pond with High Oxygen"
6.8,24,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
6.8,24,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
6.8,24,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
6.8,24,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
6.8,24,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
6.8,24,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
6.8,24,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
10,10,7,"Cool, Neutral Stream with High Oxygen"
9.9,11,7.4,"Cool, Neutral Stream with High Oxygen"
11.4,11,7.5,"Cool, Neutral Stream with High Oxygen"
10.9,12,7.1,"Cool, Neutral Stream with High Oxygen"
5,27,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
7,7.5,7,"Cold, Neutral River with Moderate Oxygen"
8,10.1,6.8,"Cool, Neutral Stream with High Oxygen"
9,12.1,6.9,"Cool, Neutral Stream with High Oxygen"
6,9.3,6.8,"Cold, Neutral River with Moderate Oxygen"
6,9.4,6.8,"Cold, Neutral River with Moderate Oxygen"
6.5,5,6.5,"Cold, Neutral River with Moderate Oxygen"
6.5,8,6,"Cool, Acidic River with Moderate Oxygen"
6,9,6.5,"Cold, Neutral River with Moderate Oxygen"
6.4,6.5,6.5,"Cold, Neutral River with Moderate Oxygen"
6.5,8,6,"Cool, Acidic River with Moderate Oxygen"
5.3,8,6,"Cool, Acidic River with Moderate Oxygen"
5.7,9.6,7.2,"Cold, Neutral River with Moderate Oxygen"
8.5,26,7,"Hot, Neutral Pond with High Oxygen"
4,29.3,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
4,28.5,6.2,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
4,28.7,6.3,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
6,28.1,6.8,"Tropical, Neutral Lake with Moderate Oxygen"
4,28.5,6.6,"Tropical, Neutral Lake with Moderate Oxygen"
4,28.7,6.2,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
4,28.4,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
4,28.4,6.4,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
4,28.8,6.1,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
6,28.2,6.8,"Tropical, Neutral Lake with Moderate Oxygen"
4,28.7,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
4,28.6,6.2,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
6,27.9,6.4,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
4,28.9,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
1.6,28,7.9,"Warm, Slightly Alkaline Lake with Low Oxygen"
1.6,26.3,7.6,"Warm, Slightly Alkaline Lake with Low Oxygen"
9.5,13,7,"Cool, Neutral Stream with High Oxygen"
4,30,7.6,"Warm, Slightly Alkaline Lake with Low Oxygen"
9.4,13,7.4,"Cool, Neutral Stream with High Oxygen"
10.1,15,7.2,"Cool, Neutral Stream with High Oxygen"
8.1,14,7.1,"Cool, Neutral Stream with High Oxygen"
8.8,12.5,7.5,"Cool, Neutral Stream with High Oxygen"
4,15,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8,12.4,7,"Cool, Neutral Stream with High Oxygen"
8.2,10.5,7.4,"Cool, Neutral Stream with High Oxygen"
8,12.8,7,"Cool, Neutral Stream with High Oxygen"
7,10.7,6,"Cool, Acidic River with Moderate Oxygen"
6,26.3,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
8,20,7.1,"Hot, Neutral Pond with High Oxygen"
10,12.6,7.5,"Cool, Neutral Stream with High Oxygen"
8.2,12,7.1,"Cool, Neutral Stream with High Oxygen"
9,14.3,7.5,"Cool, Neutral Stream with High Oxygen"
9.6,10,7.1,"Cool, Neutral Stream with High Oxygen"
4,20,7.4,"Temperate, Slightly Alkaline Lake with Low Oxygen"
9.1,11.9,6.9,"Cool, Neutral Stream with High Oxygen"
14,13,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
11.4,11,7.5,"Cool, Neutral Stream with High Oxygen"
5,22.6,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
6.3,6.5,6.5,"Cold, Neutral River with Moderate Oxygen"
2.3,12.5,7.2,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5.7,5.1,7,"Cold, Neutral River with Moderate Oxygen"
9.7,12.3,7.5,"Cool, Neutral Stream with High Oxygen"
3.7,11,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
10,10,7,"Cool, Neutral Stream with High Oxygen"
8,12.2,7,"Cool, Neutral Stream with High Oxygen"
3,10,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2.9,25.8,7.5,"Warm, Slightly Alkaline Lake with Low Oxygen"
4.8,14,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4.5,14.8,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
7.6,20.5,7,"Hot, Neutral Pond with High Oxygen"
10,11.9,7.5,"Cool, Neutral Stream with High Oxygen"
7,29,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
4.2,28,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
3.9,28.4,7.9,"Warm, Slightly Alkaline Lake with Low Oxygen"
3.7,29.7,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4.2,29.2,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
3.4,28.9,7.9,"Warm, Slightly Alkaline Lake with Low Oxygen"
6.4,28.4,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
6.6,24.8,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
6,24.5,6.5,"Tropical, Neutral Lake with Moderate Oxygen"
5.3,29,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
9.2,10.3,7.1,"Cool, Neutral Stream with High Oxygen"
11.6,11,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
11.7,10,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
10,12,7.5,"Cool, Neutral Stream with High Oxygen"
10,15,7,"Cool, Neutral Stream with High Oxygen"
14.3,11,6.5,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
5,11,7.3,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,11,7.1,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,18,7.2,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,20,7.2,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,23,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
4,20,7.1,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,11,7.3,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,17,7.3,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,11,7.2,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,20,7.2,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,14,7.3,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,14,7.1,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,22,7.3,"Tropical, Neutral Lake with Moderate Oxygen"
5,13,7.1,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,14,7.3,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,19,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,16,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
6.5,9,7.1,"Cold, Neutral River with Moderate Oxygen"
6.7,22.3,7.3,"Tropical, Neutral Lake with Moderate Oxygen"
6.3,23.9,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
5.2,8,7.1,"Cold, Neutral River with Moderate Oxygen"
4,12,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4.6,25.3,7.7,"Warm, Slightly Alkaline Lake with Low Oxygen"
6.5,6,6.7,"Cold, Neutral River with Moderate Oxygen"
11.4,14,7.2,"Cool, Neutral Stream with High Oxygen"
9.3,15,7.3,"Cool, Neutral Stream with High Oxygen"
9.6,11,7,"Cool, Neutral Stream with High Oxygen"
9.6,10,7.4,"Cool, Neutral Stream with High Oxygen"
10.5,12.7,7.3,"Cool, Neutral Stream with High Oxygen"
10,10,7.1,"Cool, Neutral Stream with High Oxygen"
9.2,12.5,7.4,"Cool, Neutral Stream with High Oxygen"
9,12,7.5,"Cool, Neutral Stream with High Oxygen"
10.5,11,7.5,"Cool, Neutral Stream with High Oxygen"
4.6,19.9,7.1,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5.9,7,7,"Cold, Neutral River with Moderate Oxygen"
9.6,13.1,7.1,"Cool, Neutral Stream with High Oxygen"
8.4,12,7.5,"Cool, Neutral Stream with High Oxygen"
8.2,14,7.5,"Cool, Neutral Stream with High Oxygen"
8.5,11.5,7.5,"Cool, Neutral Stream with High Oxygen"
12,15,7.5,"Cool, Neutral Stream with High Oxygen"
4.5,15,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4.8,16,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4.8,16,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
9.6,11,7.5,"Cool, Neutral Stream with High Oxygen"
3.9,19,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
11,10,7.1,"Cool, Neutral Stream with High Oxygen"
9,12,7.5,"Cool, Neutral Stream with High Oxygen"
10,13,7.3,"Cool, Neutral Stream with High Oxygen"
9.4,10,7.5,"Cool, Neutral Stream with High Oxygen"
10.4,10,7.2,"Cool, Neutral Stream with High Oxygen"
5,22,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
8.8,15,7,"Cool, Neutral Stream with High Oxygen"
4,18,7.2,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8.4,22,7,"Hot, Neutral Pond with High Oxygen"
10,22,7,"Hot, Neutral Pond with High Oxygen"
6.4,24,6.6,"Tropical, Neutral Lake with Moderate Oxygen"
5.4,9,5.9,"Cool, Acidic River with Moderate Oxygen"
3,9,8.2,"Cold, Alkaline Stream with Very Low Oxygen"
2,10,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3,11,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,6.5,8.4,"Cold, Alkaline Stream with Very Low Oxygen"
5.5,24,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
5,17,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3,9,8.3,"Cold, Alkaline Stream with Very Low Oxygen"
5,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
2.2,10,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4.5,25,7.7,"Warm, Slightly Alkaline Lake with Low Oxygen"
2.6,14,7.4,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3,10,8.2,"Cold, Alkaline Stream with Very Low Oxygen"
2.6,14,7.4,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,13.5,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3,8,8.1,"Cold, Alkaline Stream with Very Low Oxygen"
4,14,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
11,15,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
7,14,6,"Cool, Acidic River with Moderate Oxygen"
11,12,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
11,10,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
12,14,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
11,13,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
14,20,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
9,24,7,"Hot, Neutral Pond with High Oxygen"
2.7,10,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
6,24.3,7,"Tropical, Neutral Lake with Moderate Oxygen"
7.7,20,7,"Hot, Neutral Pond with High Oxygen"
11,20,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
7,28,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
