pH,Humidity,Air Temp
9.3,70,30.8
8.7,70,34.2
8.6,70,36.5
9.9,70,38.8
9.5,70,40.5
8.7,70,42.1
9.5,95,41.6
8.4,95,42.2
8.7,99,43.4
9.1,83,42.9
9,86,43
8.8,90,37.7
9.6,86,34
8.7,62,39.3
8.7,65,41
8.5,63,38.6
8.9,60,42
8.9,61,38.9
8.1,67,34.7
9.3,95,37.4
11.9,85,28.6
8.8,84,29.7
8.6,89,29.8
9,99,32.8
9.6,82,28.9
8.8,71,27.5
9.1,70,33.2
8.6,77,32.4
8.4,62,41.5
8.6,74,41.6
8.4,77,38.1
8.8,68,29.5
9.3,90,28.5
9.1,74,42.1
9.1,60,41.1
9.2,70,24
8.6,77,27
8.4,79,20
9.2,82,16
8.9,82,17
9.3,82,19
7.3,84,22
9.2,94,24
9,93,23
9,99,20
9.1,99,23
7,93,14
7.4,95,16
6.5,91,16
7.2,74,13
7.8,83,13
7.2,99,16
6,95,19
8.7,95,14
9,99,15
7.8,93,16
7.2,88,17
7.2,75,22
8.9,91,35
8.7,89,35
9.2,88,34
9,85,34
7.2,94,33
8.2,89,32
8.3,83,31
6.9,88,31
8.2,84,32
7.9,83,30
7.8,90,32
7.6,97,39
7.6,86,39
6.9,81,38
5,90,38
6.3,81,38
4.8,72,38
9.3,78,37
9.3,66,18
9.3,63,18
9.3,87,22
9.3,88,18
9.3,84,17
9.3,89,20
9.3,99,19
9.3,82,27
9.3,71,27
9.3,70,27
9.3,77,25
9.3,62,21
9.3,74,19
9.3,77,17
9.3,68,25
9.3,90,27
9.3,74,30
9.3,60,27
9.3,76,-5.1
9.3,77,17.1
9.3,79,3.1
9.3,82,3
9.3,82,6.3
9.3,82,3
7.9,84,-1.8
7.6,94,-0.2
6.8,93,4.1
6,99,3.4
5.8,99,2.8
4,93,-1.1
4.5,95,0.5
4.5,91,4
4.5,74,6.8
5.5,83,10.2
5.5,99,10.8
4,95,12.4
6,99,4.8
5,93,5.4
5,88,5.4
6,75,10.1
5.7,91,6
4.7,89,3
6.6,88,5
6.9,85,1
7.1,87,7.9
6.3,94,5.4
7.5,89,7
8.4,88,0.6
8,89,1.7
8.3,84,-0.8
8.6,83,1.1
8.5,90,4.4
9.2,97,4.3
8.5,86,4.3
8.8,85,3.3
9.4,90,1.1
9,95,7.8
8.3,78,12.3
8,63,14.6
7.6,95,13.2
7.7,93,8.9
8.9,89,12.4
6.5,86,14.3
5.7,99,15.3
7.1,84,16.8
6.2,79,2.1
5.8,85,2.6
6,94,1.3
6.7,95,1.8
6.3,97,0.2
6.4,99,0.1
6.2,93,2.9
6.6,99,8
6.3,87,9.5
6.3,91,9.6
6.2,90,0.9
6.2,97,7.1
6.5,85,3
6.4,91,4.8
6.4,90,17.8
6.3,82,9.8
6.3,93,14.4
5.6,96,14.4
5.9,78,14.5
6.3,85,14.2
6.2,80,16.3
6.6,74,18.8
6,82,24
7.6,90,24.1
7.2,99,27.1
6.8,99,27.4
6.5,99,13.9
7.3,82,19.5
7.2,80,20.5
7.5,94,24
7.5,86,23
7.2,94,26.3
6.4,83,11.3
6,77,11
7.8,91,17.4
6.4,91,13.9
6,99,9.3
6.6,88,18.4
6.6,54,3.3
7.2,72,9.2
8.3,56,9.9
7.8,60,6.8
8.1,50,10.4
8.5,64,10.5
8.5,71,13.2
5.8,74,7.7
3,59,9.6
3.5,76,10.8
6.7,85,7.2
4.8,82,9.7
6.9,68,6.4
6.5,52,3.1
6.4,46,11.2
6.4,48,6.1
8.8,42,5.2
4,37,25.2
4,64,7.1
4,42,11.2
6.7,50,18.7
7,65,18.3
6.7,51,21.7
6.4,65,22.7
6.1,44,19.8
6.5,38,16.3
6.4,42,20.6
6,62,23.5
4.7,51,27.2
4.7,78,21.6
6.5,78,13.8
8.5,80,31.5
7.5,84,25.9
5.5,99,26.1
5.5,75,24
5.5,73,17.2
5.2,76,17.2
5.5,61,9.9
5.5,41,7.7
5.2,83,8.3
4.7,75,10.2
4.5,80,11.4
4.5,71,13.9
4.5,86,4.9
7,82,3.8
5,79,1.8
7.3,71,9.5
5.5,87,24.1
6,84,17.8
4,79,18
4.5,83,11.1
4.3,83,12.4
5.8,67,8.2
5.2,76,8.5
9.3,75,9.7
5.2,84,4
5.6,39,5
4.8,83,5
5.4,84,5.5
6.9,71,7
5.5,78,6
5.8,85,-1
5.3,94,5
5,74,1
5,36,2
5.3,79,10.8
4,99,6.2
5.6,83,9.6
5,86,12
3.9,90,6.8
8.8,86,10
4.5,62,4.5
4.9,65,4.5
5,63,6
5,60,0
6,61,0
6.6,72,1
6.9,53,2
7,51,6
7.3,73,5
5,63,3
7,63,5
5,44,6.2
7,45,5.3
7,46,11.2
5.3,73,10.1
5,52,12.9
6.5,79,12.9
5.5,81,14.1
7.1,79,8.3
7.4,89,18
7.6,94,14
7.4,76,11
4.8,83,3
5.2,78,20.2
6,67,21.1
4.8,50,18.1
5,87,15.5
5.8,88,14.4
6.4,93,16.9
4.7,80,8.8
5,94,10.7
5.8,83,10.7
6.3,82,6.2
4.8,77,5.4
5,90,8.1
5.8,89,1.8
4.8,83,2.9
5,85,5.1
5.8,87,5.3
7.7,88,4.4
7.5,84,0.9
7.8,80,3.5
7.7,91,8
4,43,5
4.3,85,8.4
4.9,86,12.3
4.7,78,13.8
8.4,88,13.2
8,86,12.5
6.9,91,16
5.4,83,12.5
3.9,63,14.8
7,74,8.7
7,84,10.9
7.5,66,11.9
7.4,89,19.9
6.5,74,11
5.5,89,2.2
7.5,59,17.9
7.5,74,16.8
5.4,66,29.2
5.9,63,28.2
6.7,84,16.2
6.6,74,16.1
6,59,22
5.3,70,22.1
6.2,74,22.8
5.6,63,6.7
5.4,79,12.1
5.8,79,8.4
6.4,70,9.1
6.7,89,12.5
6.1,100,7.8
6.1,66,5.2
6.1,79,14
6.3,63,14
6.1,48,14
6.7,22,25
6.8,44,28
6.1,49,-2
7.1,51,2
6.9,55,3
7.2,42,3
7,41,13
7,44,15
7,43,16
7,40,33
7,60,34
7,90,34
7,90,34
7,100,34
7,79,35
7,85,33
7,90,34
4.2,79,34
4.2,60,35
13,76,34
8,73,33
7.7,78,33
7.3,51,36
7.3,45,35
7.7,78,34
8,67,33
8,73,35
8,75,35
10,49,33
9,57,34
11,57,36
7,57,34
8,57,34.3
7.9,58,34
8.3,58,34
8.9,58,24
8.1,58,39.9
8,41,25.4
8.1,41,25.9
5,41,25.1
5,41,25.3
5.3,51,24.3
6,51,31.4
6.5,51,32.6
6.3,51,19.8
6.7,26,25.2
6.3,18,23.7
5.5,27,27.6
5.1,47,29.4
5,47,8
5.5,57,10
5.4,52,9
5,46,2
5.5,46,11
6.6,46,10
6.3,44,14
6.3,45,8
5.7,42,2
5.5,47,3
5.3,47,3
5.7,43,1
7.1,75,3
6.6,75,3
6.7,75,3
8,73,5
7.8,78,4
7.8,68,6
7.6,36,6
7.5,45,2
8,45,2
8.1,51,1
7.5,37,-2
7.6,35,3
7,51,2
7,45,3
7.1,47,5
7.2,57,4
8.6,41,5
7.3,66,7
8,70,32
7.8,47,23
8.6,35,34
8.4,46,37
7.2,34,17
7.3,35,19
8.7,39,20
7.4,77,19
7.8,72,18
7.8,36,17
6.9,31,18
7.2,31,18
7.4,27,12
7.4,25,25
7.5,29,14
7.5,29,20
7,24,19
8.1,27,26
7.9,20,20
8.9,40,7
8.8,38,9
8.8,41,8
7,37,21.7
7,37,21.6
7,16,21.6
6.7,19,15.4
6.5,19,13.1
6.5,19,14.4
6.7,19,13
7.2,19,3.5
5.4,19,10.3
9.1,18,3.7
7.3,18,4.4
7.6,20,14.2
7,27,16.5
8,19,17.5
7,24,11.5
8,24,12.4
7,24,15.2
5,24,19.8
5,27,25.7
5,27,24
5,27,16.7
5,27,2
5,31,4
5,31,13
6,21,14
5,18,11
5,18,12
6,45,25
6,45,24.8
6.8,44,28
6.5,75,21
5.5,75,20
5,78,16.5
5.5,78,16.7
5,68,13.3
6,45,19
6,45,18
6,45,19.6
6,46,18.3
7.8,51,17.2
6.6,37,16.5
6.4,35,22
6,51,22.2
4.6,47,22.9
6.3,41,21.1
6.3,39,19.6
6.5,55,18.8
5.5,66,18
5.9,70,22
5.9,55,20
7.3,47,20
5,35,15.7
3.8,37,10.2
7.8,35,11.4
10,77,12.6
9.3,27,10
9.1,30,11.3
7.6,35,12
7.2,29,9.9
7.3,29,13.3
7.5,24,7.7
7,24,15.6
6,27,15.4
6,18,12.4
6,18,12.4
6.5,18,12.9
5,55.8,8.5
5,95.5,15.6
5,95.5,12.4
5,75,14.2
4,51,10.6
4,37,10.9
4,67,10.7
6.5,14,16.8
7.5,72.8,16.3
7,20,17
6.5,26.8,15
6.5,26.8,21.8
6.5,56.6,17
7,61.5,18.2
6,99.9,16.8
7,59.9,17.6
6.5,99.9,18.7
6.5,99.9,19.1
7,99.9,15.3
6.2,99.9,17
6.2,45.2,22.6
6.1,47.7,13
6.1,28.3,11.6
6.1,56.4,26.7
6.2,50.4,23.3
5,46.5,15.6
5,60.3,19.5
5,38.7,19.7
4,16.1,20.3
4,34.5,15.8
4,34.1,20.1
6.5,45.2,17.3
6.5,56.7,13.8
7,53.7,11.3
6.5,45.4,6
7,45.4,8.3
6.5,99.9,3.8
6,99.9,22.4
6.5,39.9,20
7.5,99.9,20.3
6.5,99.9,17.4
6.5,99.9,19.4
6.5,99.9,19.6
6.5,99.9,20.5
6.5,46.1,15.8
6.5,31.1,18.7
6.5,23.4,18.5
6.5,16.1,22
7,56,18.4
7.5,21,6
5.2,29.8,9.2
6,64.1,9.9
7,12,15.5
6.7,24,15
6.7,99.9,14
7,39,15
7,46.5,6.3
7,44.5,11
7,10,-1.5
7,31.3,2.7
6.7,26.9,3.1
6.5,19,-1.5
6.6,23.3,-3.8
6.8,43.5,-3.7
6.9,37.8,-1.8
7,57.3,27.2
6.9,53.5,-2.6
6.9,12.9,-3
6.9,12.6,-7
6.9,20.2,-6
7.5,18.9,-5
6.5,23.7,1
6.6,22.6,0
7.1,23.7,-1
6.9,14.2,-2
5.5,17.9,-2
8.8,16.8,-3
5.7,33.2,-4
5.8,33.6,1
5.9,24.6,0
5.9,26,2
7.4,34.2,4
5.5,31,5
6,39.4,7
6,52.7,5
7,37.4,4
6.6,64.5,22.1
7,44.7,22.6
7.9,37.2,22.2
8.2,46.6,23.3
8.7,54.2,22.5
8.6,51.2,25.9
8.6,23.8,23.2
9.3,51.6,24.4
9.4,39.5,25.9
9.1,40.7,20.2
8.5,35.1,19.9
7.9,39.1,23.2
8.2,29,19.5
8.3,28.1,20.2
7.3,40,20.3
8,37.6,16.5
5.3,60.9,16.9
5.3,32.2,20.1
5.3,37.2,21.7
5.8,46.3,19.4
6.5,46.3,20.9
4.5,53.4,19.2
4.5,36.6,19.4
3.1,32.9,20.1
3.4,32.1,16.9
5.5,36.2,18.7
7,45.9,19.6
7.2,93.8,19.2
6.9,67.1,20.2
10.2,48.1,20.3
7.8,39.4,18.3
8.2,24.9,18.6
7.7,61.9,18.8
8,30.6,18.7
8,51,12.4
6,12.2,16.2
8,45.3,19.6
7,57.2,20
7.7,37.5,19
6.7,49.9,20
7,23.3,23
6,61.7,20
6.1,40.6,21
5.7,34.1,20
5.3,52.8,21
5.3,47.1,21
4.7,42.2,20
5.6,92.4,21
4.5,36.1,21
4.8,39.3,21
4.5,59.4,21
4.5,11.2,21
7.8,37.7,15
5.2,40.5,19
5.3,30.3,19
5.6,38.7,20
4.8,33.2,16
7,32.1,19
8.3,49.3,20
5.7,37.8,21
6.8,45.1,18
6.9,33.2,18
8.3,34,20
6.7,35.2,19
6.2,58.2,20
6.8,45.1,20
2.5,44.3,18
6.4,48.2,19
6.5,34.6,20
6.2,36.8,20
6.3,30.3,19
6.3,30.5,18
6.2,37.5,19
6.6,43.2,19
6.9,39,17
7.2,33.4,17
6.7,84,21
7.2,65.8,17
7.3,32.4,15
5.1,60.4,14
5.9,100,11
6,100,11
5.5,100,17
5.9,58.8,14
4.8,13.2,15
5.8,18.9,15
6.5,18.9,15
5.6,21.4,16
5.9,100,13
6.2,39.6,13
5.8,79,11
5.3,31.4,12
5.5,61,9
4.7,57,11
4.7,73,17
5,46,12
6.7,46,12
4.5,38,14
7,32,10
5.5,62,12
8.4,55,11
5.5,56,9
5.9,56,11
6.7,55,10
4.5,56,8
4.3,53,7
7,32,7
9.5,32,7
8.7,57,10
8.6,54,13
7.5,49,12
7.6,49,14
7.7,42,13
7.7,50,9
7.3,50,10
7.3,58,11
6.5,33,12
7.3,39,13
9,40,10
7.9,37,10
8.5,36.8,12
7.5,78,9
7.5,26,4
7.8,30,6
7.6,14.8,7
7.5,48,6
7.7,31,5
7.8,19,9
8,28,7
8.1,43,6
8.1,26,9
5.5,25,7
5.7,64,8
5.3,30,7
8.2,47,7
7,25,9
7,64,11
7.5,56,8
7.7,19.8,9
7,30.5,8
6.9,23,9
6.5,68.4,8
6,21.9,10
6.6,22.7,7
7.5,18.5,8
7.3,48.5,9
6.7,36.6,11
7.9,50,8
8,25.6,7
8.1,42.3,14
8.4,62.3,13
7,25.4,14
7,18.1,13
8,21.8,13
6.3,33,14
6.5,20.6,11
7,30,11
7,29,12
6,56,13
6.4,19.8,12
7.6,21,12
7.6,29.1,11
7.5,32,12
6.7,17.1,13
6.3,29,12
5.7,38.6,12
6.1,19.9,8
6.6,17.5,10
6.3,16.5,10
6,19.6,15
5,16.3,10
6.5,30.4,15
8.4,46.8,13
8.5,37.2,15
5.4,35,14
5.3,35,14
5.5,52,12
6.5,59,14
7.5,22.9,14
7.4,72.6,13
7.3,68,12
7.1,27.6,13
5.5,24,13
5.5,26.2,13
5.5,40.9,16
5.5,25.1,15
7.8,39.6,14
7.4,40,17
7.5,45,13
7.5,72,13
8.1,33,14
8.1,91,13
8.2,65,15
8.3,65,15
5,65,19
5,65,17
5.7,65,20
6,65,20
6,27,20
5,27,20
5,24,17
7,24,16
6.8,36,19
7.1,36,21
7.8,30,22
7.5,30,19
7.5,32,18
8,32,15
8,35,17
7.9,33,17
7,77,17
7,33,17
7,36,16
7.5,39,16
7,42,13
6.7,30,17
6.5,52,16
6.2,16,14
5.5,20,19
6.3,20,18
5.7,28,15
5,38,15
6.5,35,16
6,30,14
5.5,31,16
5.1,22,18
7.5,25,19
7,27,17
7,30,20
7.3,37,20
4.5,35,21
4.5,30,21
5,20,19
8.2,24,16
7.7,24,18
7.7,22,20
5.7,16,17
4.8,20,19
7.5,22,18
4.7,45,23
4.5,43,25
7,20,24
6,16,25
7.8,16,29
9.3,16,32
7.2,16,30
9.7,22,30
7.1,24,29
8.7,20,32
7.8,24,31
5,24,32
8.2,20,30
7.9,23,29
4,31,27
5.5,32,28
6.5,31,30
6,27,30
8,38,31
6.5,31,31
6,33,32
6,39,34
6,39,34
6,41,34
8,40,30
8,40,30
4.5,50,31
7,30,35
6,46,32
8,85,35
7.5,25,32
7.2,33,32
7.5,43,31
8,30,29
6,31,26
6.5,24,25
5.5,35,26
7.5,37,25
6,30,27
6.5,37,28
6,30,30
6.5,40,29
4,45,30
8,52,30
8,70,30
8,40,31
6.5,45,33
6.5,71,33
6,55,32
5.5,46,32
8,40,31
7.4,48,31
5.8,53,28
7,69,25
6.5,50,30
6.5,56,31
6,40,32
8,43,32
8,37,30
8,29,30
4.5,28,29
7.5,25,30
5.5,28,33
8.6,48,32
5.4,14,33
5.7,83.8,31
5,42.1,35
7.4,18,36
4.3,89,34
4.2,25,30
4.8,65,30
6.3,25,27
6,32,28
6.2,5,30
5.7,46,32
5.6,45,32
7,27,32
7.2,30,34
7.4,49,34
8.2,56,34
8.7,57,31
6,66,33
6.5,57,32
6,40,32
6.1,54,33
5.7,52,19
6.2,53,21.6
8.5,80,21.6
7.5,97,18.7
7.7,57,23.1
8.9,92,22.7
9.2,84,23
9.2,99,18.8
9.3,95,19
9.2,76,18
5.4,77,17.8
6.8,88,14.9
9.5,79,15.8
9.1,78,17
9.6,93,12.7
7,100,8.4
7,97,13.3
7,90.6,39.5
5,65.7,35.1
6.5,93,34.4
6.5,68.3,35.4
7.2,93,37.1
7.5,85,37.1
7.4,89,32.7
8.3,94,36.9
8.4,68,35.8
8.2,95.7,35.6
8.1,75.3,36.4
8.1,88,33.1
8.3,77,33.3
8.6,78,29
7.6,79,31.8
7.6,80,30.2
7.3,93,29.6
7.7,95,28.9
7.6,63,29.1
7.6,95,28.4
8,90,28.1
8.5,95,30.6
9.1,86,31.2
9.5,91,27.2
7.6,93,28.9
7.3,95,28.8
7.6,95,28.7
7.2,73,28.3
8.2,84,27.4
8.3,83,28.2
4.8,65,29.4
7.8,95,25.3
7.3,50,26.8
7.7,95,26.2
7.8,85,24.3
8,95,17
7,66,22
6.9,95,16
8.5,74,22
7.6,72,25
8.4,60,22
8.1,66,15
7.3,83,9
7.3,83,13
7.6,86,15
7.6,75,9
7.2,92,13
7.5,94,7
7.6,60,11
7.3,88,14
8.2,87,8
8.3,82,9
8.3,67,15
7.6,60,11
6.3,79,8
8.4,77,8
8.3,88,9
7.6,68,10
8.2,72,12
7.5,94,9
8.4,63,15
7.5,67,18
7.5,94,18
8,82,12
7.1,65,11
7.5,87,9
6.9,87,12
7.4,87,15
6.7,82,11
4.6,93,9
4.4,93,6
5.5,93,6
5.5,87,9
4,93,8
5,83,3
5,74,0
6,98,6
6,99,8
5,87,4
5,76,8
6,60,5
5.7,70,4
6,61,-2
5.7,79,-1
6,91,5
5,94,10
5.7,94,9
6,85,7
3,82,4
3,90,8
3,87,4
6.3,92,7
6,87,10
6,82,12
6,87,4
6,82,1
6,82,3
7,69,2
5.3,80,1
5.3,77,1
6,87,2
7,80,3
6,82,3
6,87,1
6,64,7
6,88,11
6,78,4
4,81,6
4,93,2
4,92,4
4,95,7
5,91,14
5,87,5
5,80,4
5,68,5
5,73,4
5.5,54,3
7.3,81,4
7.2,75,12
5,85,7
4.9,85,1
4.9,81,6
4.8,93,11
4.7,83,2
4.7,75,5
4.6,83,2
4.6,64,-4
6.6,68,-6
6.5,81,4
6.5,80,9
2.9,77,16
8,71,10.7
7.5,88,7.3
7,78,9.2
8.1,68,7.4
8,86,6.9
7,74,6.8
7,80,5
4.8,83,3.2
6.3,88,3.5
8.2,70,14.3
7,71,9.6
5,62,8.8
7,65,14.1
6,61,11.6
7,42,11.8
7,74,7.9
7,63,8.7
5.1,87,8.6
6.2,83,10.5
6.1,83,16.1
6.3,87,16
5.3,83,8.4
5.4,77,14.1
6,69,20
8.5,81,19.3
8,78,18.2
6.5,64,8.4
6.7,67,11.2
6,87,13.7
7,75,17.9
6,73,19.1
7.5,63,19.7
6,55,18
7.5,76,16.9
5,76,15.7
6,70,13.4
7,78,8.7
7.3,55,8.7
7.7,87,9.6
6.5,87,9.3
7.6,81,19.3
7.9,65,12
7.4,55,13.2
6.3,34,13.4
7,23,15
5.8,23,14.2
6,59,10.6
7.5,30,9.3
7,33,10.2
6.5,81,10.3
6,80,9.3
8,51,7.4
8,58,4
8.5,70,1.7
6.9,51,-0.3
6.7,50,0.7
8,52,2.7
7.5,46,1.8
7.4,87,-1
6.2,49,0
7,78,6.4
7,81,5.4
7,73,2.8
5.1,78,8.9
7,64,2.6
7,52,3.2
6,61,1.2
7,54,-0.7
7,60,0.1
7,67,2.8
7,51.2,0.3
7,87,3.6
7.5,88,0.5
7,74,2.6
7,78,5.2
8,74,3.9
7.5,79,2.3
7,76,0.4
7,77,3.7
7,77,6.6
5.3,77,5.2
6,79,1.7
5.5,83,-1.7
4.9,79,-2.7
6.2,78,-4.6
6.2,91,-4.1
5.5,89,2.6
5.7,92,6.1
6.2,89,5.8
6.2,85,3.4
6.9,79,6.2
6,77,5.3
6.5,85,6.8
5.4,80,0.3
4.5,86,7
6.5,85,10.2
6,86,5
6,85,0.5
4,89,7.5
4.7,82,7.2
6,84,12.6
5.1,90,6.9
6.3,74,4.3
7,78,7.6
7.5,76,7.1
7.5,86,5.1
7.3,78,5
7.6,68,9
7.6,68,10.7
5.2,91,9.8
8.2,67,5.6
8.5,77,6.9
8.5,82,8.5
8.8,71,10.3
8.6,86,10
8.7,86,13.8
8.6,88,16.5
8.5,88,17.9
7.2,83,8.6
7.4,81,13.6
7,86,12.3
7.9,81,11.3
8.4,89,10.1
7.2,87,9.6
7.5,85,22.1
7.5,64,11.6
8,40,12.8
6.5,71,19.6
8.2,71,12.8
9.3,66,10.8
6.1,68,15
8.6,68,17.8
7.5,72,21.2
9,80,29.4
8.9,86,27.9
8.1,78,17.8
7.3,77,26.6
8,77,29.9
8.3,80,17.4
8.8,92,24.6
8.5,92,31.8
5.5,92,30.4
6.8,89,31.5
6.7,85,28.8
4.8,79,31.2
5,82,30.1
4,92,28.6
5,77,31.7
5,80,31.1
4,84,31.8
5,77,30.3
5,90,29.9
5,68,35
5,87,30.5
7,73,33.9
7,78,27.9
7.1,85,28.5
6.9,86,27.4
8.6,84,28
9.2,81,27.9
6.9,86,27.2
6.8,71,28.2
6.6,49,28.3
6.6,40,27.6
6.4,92,29
6.6,78,29.3
6.1,80,33.6
6.9,78,26.5
6.6,95,30.7
6.2,92,32.9
7,84,28.2
6.7,60,30.3
6.5,52,35.3
4.6,79,33.5
3.7,79,34
6,79,34
6,91,32.9
6.5,79,33
7,79,27.8
6.5,91,31.4
6.5,79,29.4
6.5,65,30.2
6.5,72,31
6.5,55,30.7
5,55,33.8
7.5,91,32.1
3.2,61,34.5
3,30,32.2
3.2,83,31.4
3.9,76,34.8
4.7,76,39.5
4.6,76,44.7
2.9,87,31
3.8,65,33.8
3.4,64,29.9
3.8,90,30.8
2.9,60,11
2.9,62,15
3.4,54,16.7
3.4,93,18.4
4,92,19.3
3.3,70,21.4
3.2,76,20.1
3.6,75,20.8
3.7,82,20.1
5.5,85,19.3
6.5,70,18.1
5,30,14.3
4,80,16.3
4.3,71,18.9
7.6,41,18.3
7.7,42,19.5
8.1,60,17.2
6.7,89,10.1
6,79,12.6
6,79,14.6
5,61,15.6
7.3,89,16.6
7.4,93,13.9
7.7,80,21.6
7.7,80,17.4
7.7,45.5,18.3
7.8,50,16.1
7.5,45,17.3
6,50,13.6
5,60,13.6
6,59,15.7
5,47,15.3
8,47,16.1
6,50,12.5
7,50,12.8
8,50,11.7
6,50,11
5.3,50,15.6
5,50,17.7
6,50,17.7
7,50,15.9
7,50,11.3
8,45,10.5
5.2,45,9.6
7,50,6.3
7.2,50,4.6
7.5,45,3.8
6,45,2
8,45,4.9
9,59,5.9
9,62,6.6
6,55,6.8
6,50,8.2
5,55,4.4
6,45,1.5
5.5,47,-0.7
8.7,55,1.8
8.6,60,4.5
6,45,11.9
7.7,47,9.6
8.3,45,7.3
8.7,47,5.2
6.5,45,6.2
5.9,46,8.1
6.6,72,5.2
6.6,54,5.2
7.2,60,4.7
7,54,1
6.5,53,0.8
7.5,45,0.7
7.5,50,-1
7.8,45,1.6
7.8,55,2.8
7.3,50,-0.8
7.1,37,1.7
7.3,25,5.2
8,84,11.8
7.3,45,7.7
7,48,2.9
7,78,12.8
7.2,35,17.4
7,85,26.8
7.2,77,20.7
7,35,19.5
7,69,20.8
7.1,95.1,21.7
6,100,17.7
6,64.4,21.7
6,59.8,20.4
6.5,78.9,20.8
5,80.1,16.3
6.4,66.7,4.3
6.4,100,4.6
6.4,68,7.2
6.4,51.4,3.8
6.4,49.7,6
6.4,89.3,12
6.4,89.3,10.2
6.4,72.6,5.6
6.4,89.4,3
6.4,94.2,4.2
6.4,90.2,5.7
6.4,65.7,1.5
5,42.5,-1.6
5,100,0.8
5,73.7,0.4
4,60.4,3.5
4,68.9,4.2
4,60.3,4.2
6.4,73.1,7.1
6.9,26.6,6.5
6.6,34.1,6.2
6.3,100,7
6.7,35.5,5.9
5,82.6,6.1
6,66.6,3.1
9,51.6,1.8
7.5,51.6,3.2
8,76.7,4.3
7,73.1,4.6
6,73.1,7.2
7.5,64.7,3.8
7,100,6
6,85.2,11.9
7.9,100,10.2
6,59.6,5.6
6.4,53,3
6.4,53,4.2
6.4,54,5.7
6.4,68,1.5
6.4,39,-1.5
8.3,56,0.8
8.3,73,0.4
8.3,42,3.5
8.3,38,4.2
7.5,62,4.2
7.3,39,7.1
6,62,6.5
7.5,54,6.2
5.3,54,7
5,68,5.9
5,68,6.1
5,40,3.1
4,56,1.8
4,74,3.2
4,65,6
6.4,79,33
6.4,79,1
6.4,64,6.1
6.4,65,9.8
6.4,65,9.3
6.8,65,12.2
6.8,62,18
6.8,62,20
6.8,39,17.9
6.8,56,18.1
6.8,55,13.4
6.4,68,11
6.4,40,13.3
6.4,54,11.6
6.4,39,19.3
6.4,79,22.3
6.3,55,24.4
6,54,12
6,39,11
5,73,16
6.6,82,14
6.9,54,15
5,79,17
5,39,18
5,54,19
4,38,20
4,38,13
4,38,15
7,39,14
7,39,12
7,54,12
7,54,8
6,64.5,9
7,62,8
7,65,7
7,45.7,7
7,84.5,8
7,45.1,6
6.4,79.2,8
6.4,51.5,5
6.4,89,12
6.4,60,17
6.4,54,8
6,84.5,13
6,64.5,11
6.5,50.5,11
6.5,45.7,12
6,45.1,11
6,36.6,10
6.5,30.5,8
6.5,60,4
6,87.4,4
6,67.8,3
6,56.3,5
6,81.7,7
6.5,80.3,10
6.5,39.8,10
6,79.2,10
6,69.2,6
6.5,53,-5
6.5,52,-2
6,71.2,-2
6,59.1,-4
7.2,71.2,-6
7.5,59.1,-10
7.5,71.2,-6
7.8,97,-1
7.8,32.4,-1
7.2,60,-3
7.8,51.1,0
8,46.4,-1
7.6,38.4,-3
7.5,45,-6
7,51.1,-2
7.5,51.2,-3
7.5,48,-1
6,46.6,0
7,45.7,2
7,37.5,4
7,31.6,3
7,31.2,5
7.5,90,4
7.5,36.9,3
7.5,48,0
7,45.5,0
7,50,0
7.5,32.6,1
7,40,-2
7.5,87,0
7.5,62,-2
7,71,-5
7,75,-4
7,70,-5
7,82,1
7,78,4
7.8,78,1
7.7,82,-2
7.5,78,0
7.9,44,3
8.1,74,5
7.9,51.2,4
7.8,48,2
7.2,40.8,3
7.6,49.5,0
8.2,50,4
7.9,37.5,0
6.3,75,-1
5.7,37,0
6.4,24,-5
6,28,-1
7.1,22,-5
7,26,-12
8.5,15,-4
8.6,17,-6
7.9,48,-11
7.7,51,-7
7.8,61,-5
8.3,51,-2
7.8,60,0
7.7,63,1
7.7,65,2
8,65,-3
8.5,65,-2
8.3,65,-5
7.1,65,-1
6,64,-3
7,78,-6
6.5,66,-7
7,78,-7
7.2,71,-6
8.2,49,-1
8.5,46,0
7.8,54,1
7.9,61,0
7.8,60,0
7.9,54,-1
7.8,81,3
7.9,41,3
7.4,51,1
7.8,61,-2
8.4,54,-1
8.1,77,-6
6.7,85,2
5.8,82,3
6.7,31,3
6.2,24,3
7.4,24,1
7.5,48,4
8,72,2
8.3,71,4
7.6,50,1
7.5,42,5
7,35,5
8,79,5
8,70,5
7,55,4
7,28,-5
8,46,-4
7,88,-2
7,60,3
8,60,5
7.5,54,4
7.5,70,5
8,64,-2
7.6,41,5
7.5,35,1
7.4,52,6
6.6,51,4
6.6,46,3
6.6,67,6
6.6,45,7
6.7,75,4
8,58,5
8,82,10
8,57,0
8,75,1
8,37,1
6.7,75,5
6.7,71,4
6.7,81,12
6.6,79,6
6.7,78,3
8,75,4
8,58,9
8,61,5
8,63,7
8,51,6
5,80,3
5,68,0
5,68,6
4,70,7
4,44,9
4,21,10
6.4,25,7
6.4,50,7
6.4,26,9
6.4,65,11
6.4,23,13
7,58,14
7,35,13
1.5,60,12
6.4,23,16
6.4,26,14
6.4,24,12
6.4,34,5
6.4,26,7
8.3,69,10
8,38,14
7,69,10
7,69,9
7,68,15
6.8,26,16
7.2,60,15
7.2,20,16
7,59,12
7,56,12
5,20,15
5,66,15
6,24,19
5,65,24
